"Latitude";"Longitude";"Date Time (YYYY-MM-DD hh:mm:ss)";"Temperature (°C)";"RH (%)";"Radiation (kW/m^2)";"Wind D (°)";"Wind S (km/h)";"Rain (mm)";"ET daily (ET)";"Rain daily (mm)";"Temperature Min (°C)";"Temperature Max (°C)";"Soil moisture_1 (%)";"Soil moisture_2 (%)";"Root depth (%)";"Seedtime (YYYY-MM-DD hh:mm:ss)"
1.234;-78.4;2020-12-26 14:01:08;17.33;45;0.58;180;5;0;5.84;0;4.61;19.28;35.1;40.2;123;2020-12-26 14:01:08
1.234;-78.4;2020-12-26 14:16:08;16.72;46;0.24;258;2;0;6.35;0;4.61;19.28;35.1;40.2;123;2020-12-26 14:16:08
1.234;-78.4;2020-12-26 14:31:08;16;46;0.14;214;4;0;6.35;0;4.61;19.28;35.1;40.2;123;2020-12-26 14:31:08
1.234;-78.4;2020-12-26 14:46:07;15.06;53;0.1;246;1;0;6.35;0;4.61;19.28;35.1;40.2;123;2020-12-26 14:46:07
1.234;-78.4;2020-12-26 15:01:08;15.06;51;0.14;249;4;0;6.35;0;4.61;19.28;35.1;40.2;123;2020-12-26 15:01:08
1.234;-78.4;2020-12-26 15:16:08;15.39;53;0.55;234;1;0;6.35;0;4.61;19.28;35.1;40.2;123;2020-12-26 15:16:08
1.234;-78.4;2020-12-26 15:31:08;15.11;53;0.17;57;7;0;6.35;0;4.61;19.28;35.1;40.2;123;2020-12-26 15:31:08
1.234;-78.4;2020-12-26 15:46:07;13.56;61;0.16;77;6;0;6.35;0;4.61;19.28;35.1;40.2;123;2020-12-26 15:46:07
1.234;-78.4;2020-12-26 16:01:08;12.78;67;0.1;78;0;0;6.35;0;4.61;19.28;35.1;40.2;123;2020-12-26 16:01:08
1.234;-78.4;2020-12-26 16:16:08;12.67;68;0.28;62;3;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 16:16:08
1.234;-78.4;2020-12-26 16:31:08;13.28;65;0.16;59;3;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 16:31:08
1.234;-78.4;2020-12-26 16:46:07;13.11;65;0.07;57;3;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 16:46:07
1.234;-78.4;2020-12-26 17:01:07;12.39;69;0.04;69;0;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 17:01:07
1.234;-78.4;2020-12-26 17:16:08;12;72;0;69;0;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 17:16:08
1.234;-78.4;2020-12-26 17:31:08;11.56;73;0;69;0;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 17:31:08
1.234;-78.4;2020-12-26 17:46:07;11.94;67;0;229;1;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 17:46:07
1.234;-78.4;2020-12-26 18:01:07;12.28;64;0;238;1;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 18:01:07
1.234;-78.4;2020-12-26 18:16:08;12.17;63;0;218;5;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 18:16:08
1.234;-78.4;2020-12-26 18:31:07;12;62;0;222;2;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 18:31:07
1.234;-78.4;2020-12-26 18:46:08;11.94;62;0;217;2;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 18:46:08
1.234;-78.4;2020-12-26 19:01:08;11.89;62;0;195;4;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 19:01:08
1.234;-78.4;2020-12-26 19:16:07;11.67;63;0;228;2;0;6.6;0;4.61;19.28;35.1;40.2;123;2020-12-26 19:16:07
1.234;-78.4;2020-12-26 19:31:07;11.61;64;0;254;1;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 19:31:07
1.234;-78.4;2020-12-26 19:46:08;11.56;65;0;225;4;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 19:46:08
1.234;-78.4;2020-12-26 20:01:08;11.5;64;0;223;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 20:01:08
1.234;-78.4;2020-12-26 20:16:07;11.17;65;0;228;2;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 20:16:07
1.234;-78.4;2020-12-26 20:31:07;10.67;68;0;308;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 20:31:07
1.234;-78.4;2020-12-26 20:46:08;10.33;69;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 20:46:08
1.234;-78.4;2020-12-26 21:01:08;9.06;74;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 21:01:08
1.234;-78.4;2020-12-26 21:16:07;8.78;75;0;0;1;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 21:16:07
1.234;-78.4;2020-12-26 21:31:07;8.39;77;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 21:31:07
1.234;-78.4;2020-12-26 21:46:08;7.94;80;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 21:46:08
1.234;-78.4;2020-12-26 22:01:08;8.06;81;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 22:01:08
1.234;-78.4;2020-12-26 22:16:07;7.56;82;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 22:16:07
1.234;-78.4;2020-12-26 22:31:07;7.17;84;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 22:31:07
1.234;-78.4;2020-12-26 23:01:08;6.72;86;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 23:01:08
1.234;-78.4;2020-12-26 23:16:08;6.11;87;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 23:16:08
1.234;-78.4;2020-12-26 23:31:08;6.56;89;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 23:31:08
1.234;-78.4;2020-12-26 23:46:07;6.11;86;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-26 23:46:07
1.234;-78.4;2020-12-27 00:01:08;5.56;89;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-27 00:01:08
1.234;-78.4;2020-12-27 00:16:08;5.28;91;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-27 00:16:08
1.234;-78.4;2020-12-27 00:31:08;5.06;93;0;0;0;0;6.86;0;4.61;19.28;35.1;40.2;123;2020-12-27 00:31:08
1.234;-78.4;2020-12-27 00:46:08;4.44;92;0;0;0;0;6.86;0;4.39;19.28;35.1;40.2;123;2020-12-27 00:46:08
1.234;-78.4;2020-12-27 01:01:07;4.06;93;0;0;0;0;6.86;0;4.06;19.28;35.1;40.2;123;2020-12-27 01:01:07
1.234;-78.4;2020-12-27 01:16:08;4.17;95;0;0;0;0;6.86;0;4.06;19.28;35.1;40.2;123;2020-12-27 01:16:08
1.234;-78.4;2020-12-27 01:31:08;4.39;96;0;0;0;0;6.86;0;4.06;19.28;35.1;40.2;123;2020-12-27 01:31:08
1.234;-78.4;2020-12-27 01:46:07;4;96;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 01:46:07
1.234;-78.4;2020-12-27 02:01:07;4.39;97;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 02:01:07
1.234;-78.4;2020-12-27 02:16:08;4.67;98;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 02:16:08
1.234;-78.4;2020-12-27 02:31:08;4.44;97;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 02:31:08
1.234;-78.4;2020-12-27 02:46:07;4.78;98;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 02:46:07
1.234;-78.4;2020-12-27 03:01:07;4.22;98;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 03:01:07
1.234;-78.4;2020-12-27 03:16:08;4.61;98;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 03:16:08
1.234;-78.4;2020-12-27 03:31:08;4.28;98;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 03:31:08
1.234;-78.4;2020-12-27 03:46:07;5.94;98;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 03:46:07
1.234;-78.4;2020-12-27 04:01:07;7.5;99;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 04:01:07
1.234;-78.4;2020-12-27 04:16:08;8.11;99;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 04:16:08
1.234;-78.4;2020-12-27 04:31:08;7.28;99;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 04:31:08
1.234;-78.4;2020-12-27 04:46:07;6.83;98;0;0;0;0;6.86;0;3.94;19.28;35.1;40.2;123;2020-12-27 04:46:07
1.234;-78.4;2020-12-27 05:01:08;6;99;0;0;0;0;6.86;0;3.17;19.28;35.1;40.2;123;2020-12-27 05:01:08
1.234;-78.4;2020-12-27 05:16:08;6.94;99;0;0;0;0;6.86;0;3.17;19.28;35.1;40.2;123;2020-12-27 05:16:08
1.234;-78.4;2020-12-27 05:31:08;7.06;98;0;0;0;0;6.86;0;3.17;19.28;35.1;40.2;123;2020-12-27 05:31:08
1.234;-78.4;2020-12-27 05:46:07;7.67;99;0;0;0;0;6.86;0;3.17;19.28;35.1;40.2;123;2020-12-27 05:46:07
1.234;-78.4;2020-12-27 06:01:07;7.22;100;0;0;0;0;6.86;0;3.17;19.28;35.1;40.2;123;2020-12-27 06:01:07
1.234;-78.4;2020-12-27 06:16:08;8.17;100;0;0;0;0;6.86;0;3.17;19.28;35.1;40.2;123;2020-12-27 06:16:08
1.234;-78.4;2020-12-27 06:31:08;10.22;100;0;0;0;0;6.86;0;3.17;19.28;35.1;40.2;123;2020-12-27 06:31:08
1.234;-78.4;2020-12-27 06:46:07;8.22;100;0.07;0;0;0;6.86;0;3.17;19.28;35.1;40.2;123;2020-12-27 06:46:07
1.234;-78.4;2020-12-27 06:31:08;10.22;100;0;0;0;0;6.86;0;3.17;19.28;35.1;40.2;123;2020-12-27 06:31:08
1.234;-78.4;2020-12-27 06:46:07;8.22;100;0.07;0;0;0;6.86;0;3.17;19.28;35.1;40.2;123;2020-12-27 06:46:07
1.234;-78.4;2020-12-27 09:25:48;17.17;69;0.9;24;0;0;0.25;0;16.56;23.94;35.1;40.2;123;2020-12-27 09:25:48
1.234;-78.4;2020-12-27 09:31:08;20.72;67;0.46;24;0;0;0.25;0;16.56;23.94;35.1;40.2;123;2020-12-27 09:31:08
1.234;-78.4;2020-12-27 09:46:08;20.17;63;0.42;24;0;0;0.25;0;14.44;23.94;35.1;40.2;123;2020-12-27 09:46:08
1.234;-78.4;2020-12-27 10:01:07;21.78;60;1.12;29;1;0;0.25;0;14.44;23.94;35.1;40.2;123;2020-12-27 10:01:07
1.234;-78.4;2020-12-27 10:16:08;21.94;56;0.5;26;0;0;0.25;0;14.44;23.94;35.1;40.2;123;2020-12-27 10:16:08
1.234;-78.4;2020-12-27 10:31:08;21.39;57;0.5;26;0;0;0.76;0;14.44;23.94;35.1;40.2;123;2020-12-27 10:31:08
1.234;-78.4;2020-12-27 10:46:08;23.83;55;1.02;35;0;0;0.76;0;14.44;23.94;35.1;40.2;123;2020-12-27 10:46:08
1.234;-78.4;2020-12-27 11:01:07;23.89;52;0.61;28;4;0;0.76;0;14.44;24.22;35.1;40.2;123;2020-12-27 11:01:07
1.234;-78.4;2020-12-27 11:16:08;23.39;51;0.51;300;0;0;0.76;0;14.44;24.22;35.1;40.2;123;2020-12-27 11:16:08
1.234;-78.4;2020-12-27 11:31:07;23.72;52;1.22;0;0;0;1.02;0;14.44;24.22;35.1;40.2;123;2020-12-27 11:31:07
1.234;-78.4;2020-12-27 11:46:08;23.5;53;0.55;227;0;0;1.02;0;14.44;24.22;35.1;40.2;123;2020-12-27 11:46:08
1.234;-78.4;2020-12-27 12:01:07;23.44;51;0.35;243;2;0;1.02;0;14.44;24.22;35.1;40.2;123;2020-12-27 12:01:07
1.234;-78.4;2020-12-27 12:16:08;22.89;55;0.37;153;1;0;1.02;0;14.44;24.22;35.1;40.2;123;2020-12-27 12:16:08
1.234;-78.4;2020-12-27 12:31:08;23.06;52;1.15;233;3;0;1.52;0;14.44;24.22;35.1;40.2;123;2020-12-27 12:31:08
1.234;-78.4;2020-12-27 12:46:08;23.67;51;1.16;203;0;0;1.52;0;14.44;24.22;35.1;40.2;123;2020-12-27 12:46:08
1.234;-78.4;2020-12-27 13:01:07;23.83;50;0.57;173;2;0;1.52;0;14.44;24.22;35.1;40.2;123;2020-12-27 13:01:07
1.234;-78.4;2020-12-27 13:16:08;24.61;49;0.97;240;8;0;1.52;0;14.44;24.78;35.1;40.2;123;2020-12-27 13:16:08
1.234;-78.4;2020-12-27 13:31:08;25;47;0.37;200;1;0;1.52;0;14.44;25.11;35.1;40.2;123;2020-12-27 13:31:08
1.234;-78.4;2020-12-27 13:46:08;24.72;47;0.72;188;0;0;2.29;0;14.44;25.11;35.1;40.2;123;2020-12-27 13:46:08
1.234;-78.4;2020-12-27 14:01:07;24.94;47;0.83;270;7;0;2.29;0;14.44;25.11;35.1;40.2;123;2020-12-27 14:01:07
1.234;-78.4;2020-12-27 14:16:07;24.28;50;0.84;258;12;0;2.29;0;14.44;25.11;35.1;40.2;123;2020-12-27 14:16:07
1.234;-78.4;2020-12-27 14:31:08;24.22;49;0.96;214;0;0;2.29;0;14.44;25.11;35.1;40.2;123;2020-12-27 14:31:08
1.234;-78.4;2020-12-27 14:46:08;23.83;50;0.68;223;5;0;2.79;0;14.44;25.11;35.1;40.2;123;2020-12-27 14:46:08
1.234;-78.4;2020-12-27 15:01:07;23.56;50;0.49;275;4;0;2.79;0;14.44;25.11;35.1;40.2;123;2020-12-27 15:01:07
1.234;-78.4;2020-12-27 15:16:06;23.72;48;0.4;255;0;0;2.79;0;14.44;25.11;35.1;40.2;123;2020-12-27 15:16:06
1.234;-78.4;2020-12-27 15:31:08;23.11;50;0.33;201;3;0;2.79;0;14.44;25.11;35.1;40.2;123;2020-12-27 15:31:08
1.234;-78.4;2020-12-27 15:46:08;23.39;49;0.41;211;4;0;3.05;0;14.44;25.11;35.1;40.2;123;2020-12-27 15:46:08
1.234;-78.4;2020-12-27 16:01:07;23.11;49;0.17;223;2;0;3.05;0;14.44;25.11;35.1;40.2;123;2020-12-27 16:01:07
1.234;-78.4;2020-12-27 16:16:07;22.61;52;0.42;268;3;0;3.05;0;14.44;25.11;35.1;40.2;123;2020-12-27 16:16:07
1.234;-78.4;2020-12-27 16:31:08;22.33;52;0.31;260;7;0;3.05;0;14.44;25.11;35.1;40.2;123;2020-12-27 16:31:08
1.234;-78.4;2020-12-27 16:46:08;22.22;52;0.26;260;3;0;3.3;0;14.44;25.11;35.1;40.2;123;2020-12-27 16:46:08
1.234;-78.4;2020-12-27 17:01:08;22.17;52;0.16;235;2;0;3.3;0;14.44;25.11;35.1;40.2;123;2020-12-27 17:01:08
1.234;-78.4;2020-12-27 17:16:07;22;57;0.05;216;6;0;3.3;0;14.44;25.11;35.1;40.2;123;2020-12-27 17:16:07
1.234;-78.4;2020-12-27 17:31:08;21.28;60;0.03;234;4;0;3.3;0;14.44;25.11;35.1;40.2;123;2020-12-27 17:31:08
1.234;-78.4;2020-12-27 17:46:08;21.61;59;0;219;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 17:46:08
1.234;-78.4;2020-12-27 18:01:08;21.39;59;0;242;4;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 18:01:08
1.234;-78.4;2020-12-27 18:16:07;21.11;58;0;230;9;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 18:16:07
1.234;-78.4;2020-12-27 18:31:08;21.22;57;0;219;7;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 18:31:08
1.234;-78.4;2020-12-27 18:46:08;21.44;58;0;211;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 18:46:08
1.234;-78.4;2020-12-27 19:01:07;21.11;60;0;354;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 19:01:07
1.234;-78.4;2020-12-27 19:16:07;20.89;61;0;206;3;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 19:16:07
1.234;-78.4;2020-12-27 19:31:08;21;62;0;15;2;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 19:31:08
1.234;-78.4;2020-12-27 19:46:08;21.17;62;0;146;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 19:46:08
1.234;-78.4;2020-12-27 20:01:07;20.44;67;0;32;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 20:01:07
1.234;-78.4;2020-12-27 20:16:07;20;70;0;32;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 20:16:07
1.234;-78.4;2020-12-27 20:31:08;20.28;72;0;32;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 20:31:08
1.234;-78.4;2020-12-27 20:46:08;19.22;74;0;32;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 20:46:08
1.234;-78.4;2020-12-27 21:01:08;19.33;77;0;32;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 21:01:08
1.234;-78.4;2020-12-27 21:16:06;18.61;78;0;32;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 21:16:06
1.234;-78.4;2020-12-27 21:31:08;17.83;80;0;32;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 21:31:08
1.234;-78.4;2020-12-27 21:46:08;17.72;82;0;32;0;0;3.56;0;14.44;25.11;35.1;40.2;123;2020-12-27 21:46:08
1.234;-78.4;2020-12-27 22:01:06;13.78;82;0;32;0;0;3.56;0;-17.22;-17.22;35.1;40.2;123;2020-12-27 22:01:06
1.234;-78.4;2020-12-27 22:16:06;15.06;84;0;32;0;0;3.56;0;-17.22;-17.22;35.1;40.2;123;2020-12-27 22:16:06
1.234;-78.4;2020-12-27 22:31:08;11.83;86;0;32;0;0;3.56;0;10.5;25.11;35.1;40.2;123;2020-12-27 22:31:08
1.234;-78.4;2020-12-27 22:46:08;13.89;87;0;32;0;0;3.56;0;6.61;25.11;35.1;40.2;123;2020-12-27 22:46:08
1.234;-78.4;2020-12-27 23:01:08;6.28;89;0;32;0;0;3.56;0;6.17;25.11;35.1;40.2;123;2020-12-27 23:01:08
1.234;-78.4;2020-12-27 23:16:07;6.61;89;0;32;0;0;3.56;0;6.17;25.11;35.1;40.2;123;2020-12-27 23:16:07
1.234;-78.4;2020-12-27 23:31:08;5.83;90;0;32;0;0;3.56;0;5.78;25.11;35.1;40.2;123;2020-12-27 23:31:08
1.234;-78.4;2020-12-27 23:46:08;11.94;92;0;32;0;0;3.56;0;5.78;25.11;35.1;40.2;123;2020-12-27 23:46:08
1.234;-78.4;2020-12-28 00:01:08;9.78;92;0;32;0;0;3.56;0;5.78;25.11;35.1;40.2;123;2020-12-28 00:01:08
1.234;-78.4;2020-12-28 00:16:07;8.17;93;0;32;0;0;3.56;0;5.56;25.11;35.1;40.2;123;2020-12-28 00:16:07
1.234;-78.4;2020-12-28 00:31:07;11;93;0;32;0;0;3.56;0;5.56;25.11;35.1;40.2;123;2020-12-28 00:31:07
1.234;-78.4;2020-12-28 00:46:08;10.94;93;0;31;1;0;3.56;0;5.56;25.11;35.1;40.2;123;2020-12-28 00:46:08
1.234;-78.4;2020-12-28 01:01:08;10.11;93;0;31;0;0;3.56;0;5.56;25.11;35.1;40.2;123;2020-12-28 01:01:08
1.234;-78.4;2020-12-28 01:16:07;10;92;0;31;0;0;3.56;0;5.56;25.11;35.1;40.2;123;2020-12-28 01:16:07
1.234;-78.4;2020-12-28 01:31:07;8.94;93;0;31;0;0;3.56;0;5.56;25.11;35.1;40.2;123;2020-12-28 01:31:07
1.234;-78.4;2020-12-28 01:46:08;9.67;94;0;31;0;0;3.56;0;5.56;25.11;35.1;40.2;123;2020-12-28 01:46:08
1.234;-78.4;2020-12-28 02:01:08;9.61;95;0;31;0;0;3.56;0;5.28;25.11;35.1;40.2;123;2020-12-28 02:01:08
1.234;-78.4;2020-12-28 02:16:07;8.39;94;0;31;0;0;3.56;0;5.11;25.11;35.1;40.2;123;2020-12-28 02:16:07
1.234;-78.4;2020-12-28 02:31:07;8.39;95;0;31;0;0;3.56;0;5.11;25.11;35.1;40.2;123;2020-12-28 02:31:07
1.234;-78.4;2020-12-28 02:46:08;8.67;96;0;31;0;0;3.56;0;5.11;25.11;35.1;40.2;123;2020-12-28 02:46:08
1.234;-78.4;2020-12-28 03:01:08;9.06;97;0;31;0;0;3.56;0;5.11;25.11;35.1;40.2;123;2020-12-28 03:01:08
1.234;-78.4;2020-12-28 03:16:07;8.94;97;0;31;0;0;3.56;0;5.11;25.11;35.1;40.2;123;2020-12-28 03:16:07
1.234;-78.4;2020-12-28 03:31:07;8.11;96;0;31;0;0;3.56;0;4.11;25.11;35.1;40.2;123;2020-12-28 03:31:07
1.234;-78.4;2020-12-28 03:46:08;8.39;97;0;31;0;0;3.56;0;4.11;25.11;35.1;40.2;123;2020-12-28 03:46:08
1.234;-78.4;2020-12-28 04:01:08;8.61;98;0;31;0;0;3.56;0;4.11;25.11;35.1;40.2;123;2020-12-28 04:01:08
1.234;-78.4;2020-12-28 04:16:07;8.67;97;0;31;0;0;3.56;0;4.11;25.11;35.1;40.2;123;2020-12-28 04:16:07
1.234;-78.4;2020-12-28 04:31:07;7.89;98;0;31;0;0;3.56;0;4.11;25.11;35.1;40.2;123;2020-12-28 04:31:07
1.234;-78.4;2020-12-28 04:46:08;7.61;98;0;31;0;0;3.56;0;4.11;25.11;35.1;40.2;123;2020-12-28 04:46:08
1.234;-78.4;2020-12-28 05:01:08;8.56;98;0;31;0;0;3.56;0;4.11;25.11;35.1;40.2;123;2020-12-28 05:01:08
1.234;-78.4;2020-12-28 05:16:07;8.11;97;0;31;0;0;3.56;0;4.11;25.11;35.1;40.2;123;2020-12-28 05:16:07
1.234;-78.4;2020-12-28 05:31:07;8.44;98;0;31;0;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 05:31:07
1.234;-78.4;2020-12-28 05:46:08;8.67;98;0;31;0;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 05:46:08
1.234;-78.4;2020-12-28 06:01:07;8.17;99;0;31;0;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 06:01:07
1.234;-78.4;2020-12-28 06:16:07;8.39;99;0;31;0;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 06:16:07
1.234;-78.4;2020-12-28 06:31:07;8.56;100;0.04;31;0;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 06:31:07
1.234;-78.4;2020-12-28 06:46:08;4.5;100;0.05;31;0;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 06:46:08
1.234;-78.4;2020-12-28 07:01:08;4.89;100;0.17;31;0;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 07:01:08
1.234;-78.4;2020-12-28 07:16:07;5.89;100;0.23;31;0;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 07:16:07
1.234;-78.4;2020-12-28 07:31:07;9.56;100;0.28;31;0;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 07:31:07
1.234;-78.4;2020-12-28 07:46:08;7.83;98;0.21;31;0;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 07:46:08
1.234;-78.4;2020-12-28 08:02:11;10.72;92;0.22;31;0;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 08:02:11
1.234;-78.4;2020-12-28 08:16:07;8.28;87;0.28;26;1;0;3.56;0;3.39;25.11;35.1;40.2;123;2020-12-28 08:16:07
1.234;-78.4;2020-12-28 08:31:07;13.22;84;0.64;26;1;0;3.81;0;3.39;25.11;35.1;40.2;123;2020-12-28 08:31:07
1.234;-78.4;2020-12-28 08:46:08;13.28;80;0.64;26;1;0;3.81;0;3.39;25.11;35.1;40.2;123;2020-12-28 08:46:08
1.234;-78.4;2020-12-28 09:01:08;12.89;76;0.66;26;0;0;3.81;0;3.39;25.11;35.1;40.2;123;2020-12-28 09:01:08
1.234;-78.4;2020-12-28 09:16:08;14;67;0.71;26;1;0;3.81;0;3.39;25.11;35.1;40.2;123;2020-12-28 09:16:08
1.234;-78.4;2020-12-28 09:16:08;14;67;0.71;26;1;0;3.81;0;3.39;25.11;35.1;40.2;123;2020-12-28 09:16:08
1.234;-78.4;2020-12-28 09:31:07;15.5;67;0.75;26;0;0;4.06;0;3.39;25.11;35.1;40.2;123;2020-12-28 09:31:07
1.234;-78.4;2020-12-28 09:46:08;16.06;65;0.79;25;1;0;4.06;0;3.39;25.11;35.1;40.2;123;2020-12-28 09:46:08
1.234;-78.4;2020-12-28 10:01:08;16.44;63;0.8;325;0;0;4.06;0;3.39;25.11;35.1;40.2;123;2020-12-28 10:01:08
1.234;-78.4;2020-12-28 10:16:08;15.17;62;0.87;340;6;0;4.06;0;3.39;25.11;35.1;40.2;123;2020-12-28 10:16:08
1.234;-78.4;2020-12-28 10:31:07;15.44;61;0.72;341;4;0;4.06;0;3.39;25.11;35.1;40.2;123;2020-12-28 10:31:07
1.234;-78.4;2020-12-28 10:46:06;16.11;57;0.88;356;2;0;4.57;0;3.39;25.11;35.1;40.2;123;2020-12-28 10:46:06
1.234;-78.4;2020-12-28 11:01:08;17.22;57;0.9;0;1;0;4.57;0;3.39;25.11;35.1;40.2;123;2020-12-28 11:01:08
1.234;-78.4;2020-12-28 11:16:08;18.17;55;0.92;353;0;0;4.57;0;3.39;25.11;35.1;40.2;123;2020-12-28 11:16:08
1.234;-78.4;2020-12-28 11:31:08;18.11;57;0.95;338;1;0;4.57;0;3.39;25.11;35.1;40.2;123;2020-12-28 11:31:08
1.234;-78.4;2020-12-28 11:46:07;18.94;52;0.99;215;2;0;5.08;0;3.39;25.11;35.1;40.2;123;2020-12-28 11:46:07
1.234;-78.4;2020-12-28 12:01:08;19.78;50;0.31;97;2;0;5.08;0;3.39;25.11;35.1;40.2;123;2020-12-28 12:01:08
1.234;-78.4;2020-12-28 12:16:08;20.17;50;1.21;55;0;0;5.08;0;3.39;25.11;35.1;40.2;123;2020-12-28 12:16:08
1.234;-78.4;2020-12-28 12:31:08;19.5;50;1;274;0;0;5.08;0;3.39;25.11;35.1;40.2;123;2020-12-28 12:31:08
1.234;-78.4;2020-12-28 12:46:07;20.83;50;0.99;273;0;0;5.59;0;3.39;25.11;35.1;40.2;123;2020-12-28 12:46:07
1.234;-78.4;2020-12-28 13:01:08;20.89;47;0.42;269;2;0;5.59;0;3.39;25.11;35.1;40.2;123;2020-12-28 13:01:08
1.234;-78.4;2020-12-28 13:16:08;21.22;44;1.06;205;2;0;5.59;0;3.39;25.11;35.1;40.2;123;2020-12-28 13:16:08
1.234;-78.4;2020-12-28 13:31:08;22.11;45;1.06;60;2;0;5.59;0;3.39;25.11;35.1;40.2;123;2020-12-28 13:31:08
1.234;-78.4;2020-12-28 13:46:07;21.89;44;0.26;104;3;0;6.35;0;3.39;25.11;35.1;40.2;123;2020-12-28 13:46:07
1.234;-78.4;2020-12-28 14:01:08;20.22;48;0.26;112;11;0;6.35;0;3.39;25.11;35.1;40.2;123;2020-12-28 14:01:08
1.234;-78.4;2020-12-28 14:16:07;19.44;49;0.25;115;3;0;6.35;0;3.39;25.11;35.1;40.2;123;2020-12-28 14:16:07
